run_id,model_name,region_code,region_name,item_code,item_rosstat,item_name,series_type,forecast_date,forecast_value,lower_bound,upper_bound,method,status,weight_vertical,norm_name,product_name,2026-04-27,2026-05-25,weekly_fact_index,used_weekly_fact,blended_value,model_contribution_pp,blended_contribution_pp,contribution_delta_pp
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,506,2623,"Помидоры свежие, кг",mom_index,2026-05-01,74.24157,,,ets_additive_trend,ok,0.00574,"помидоры свежие, кг","Помидоры свежие, кг",264.72,186.06,70.28558476881233,True,70.28558476881233,-0.14785338820000002,-0.17056074342701724,-0.022707355227017223
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,266,204,"Колбаса полукопченая и варено-копченая, кг",mom_index,2026-05-01,100.713309,,,ets_additive_trend,ok,0.00298,"колбаса полукопченая и варено-копченая, кг","Колбаса полукопченая и варено-копченая, кг",642.49,694.58,108.10751918317796,True,108.10751918317796,0.002125660819999986,0.02416040716587031,0.022034746345870323
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,753,2701,"Яблоки, кг",mom_index,2026-05-01,106.057172,,,ets_additive_trend,ok,0.00515,"яблоки, кг","Яблоки, кг",147.27,150.07,101.90126977660078,True,101.90126977660078,0.031194435799999972,0.009791539349494041,-0.02140289645050593
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,754,1501,"Яйца куриные, 10 шт.",mom_index,2026-05-01,80.322571,,,ets_additive_trend,ok,0.00543,"яйца куриные, 10 шт.","Яйца куриные, 10 шт.",105.06,88.09,83.84732533790216,True,83.84732533790216,-0.10684843947000001,-0.08770902341519125,0.01913941605480876
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,735,5406,"Щетка зубная, шт.",mom_index,2026-05-01,100.64742,,,ets_additive_trend,ok,0.00174,"щетка зубная, шт.","Щетка зубная, шт.",168.85,156.07,92.43115190997926,True,92.43115190997926,0.0011265107999999945,-0.013169795676636082,-0.014296306476636076
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,577,113,"Свинина (кроме бескостного мяса), кг",mom_index,2026-05-01,100.554618,,,ets_additive_trend,ok,0.00481,"свинина кроме бескостного мяса, кг","Свинина (кроме бескостного мяса), кг",420.38,410.44,97.63547266758647,True,97.63547266758647,0.0026677125800000237,-0.011373376468909081,-0.014041089048909106
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,574,2604,"Свёкла столовая, кг",mom_index,2026-05-01,117.945346,,,ets_additive_trend,ok,0.00077,"свекла столовая, кг","Свёкла столовая, кг",40.25,40.49,100.59627329192547,True,100.59627329192547,0.01381791642,0.0004591304347826123,-0.013358785985217387
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,572,1601,"Сахар-песок, кг",mom_index,2026-05-01,100.224691,,,ets_additive_trend,ok,0.00532,"сахар-песок, кг","Сахар-песок, кг",71.94,73.38,102.00166805671394,True,102.00166805671394,0.0011953561200000378,0.010648874061718156,0.009453517941718118
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,388,2101,"Мука пшеничная, кг",mom_index,2026-05-01,100.588444,,,ets_additive_trend,ok,0.00424,"мука пшеничная, кг","Мука пшеничная, кг",57.74,56.83,98.42396951853134,True,98.42396951853134,0.002495002559999981,-0.006682369241427132,-0.009177371801427112
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,741,6413,"Электропылесос напольный, шт.",mom_index,2026-05-01,99.142414,,,ets_additive_trend,ok,0.00185,"электропылесос напольный, шт.","Электропылесос напольный, шт.",8527.78,8075.79,94.69979291210608,True,94.69979291210608,-0.0015865340999999958,-0.009805383112603759,-0.008218849012603762
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,470,1701,"Печенье, кг",mom_index,2026-05-01,100.864943,,,ets_additive_trend,ok,0.00549,"печенье, кг","Печенье, кг",308.53,315.68,102.31744076751046,True,102.31744076751046,0.004748537069999982,0.012722749813632436,0.007974212743632454
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,249,2601,"Капуста белокочанная свежая, кг",mom_index,2026-05-01,121.159798,,,ets_additive_trend,ok,0.00236,"капуста белокочанная свежая, кг","Капуста белокочанная свежая, кг",40.24,50.09,124.47813121272367,True,124.47813121272367,0.04993712327999999,0.05776838966202786,0.007831266382027871
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,621,1204,"Сыры твердые, полутвердые и мягкие, кг",mom_index,2026-05-01,99.020701,,,ets_additive_trend,ok,0.00514,"сыры твердые, полутвердые и мягкие, кг","Сыры твердые, полутвердые и мягкие, кг",859.98,864.66,100.5441987022954,True,100.5441987022954,-0.005033596859999987,0.0027971813297983754,0.007830778189798361
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,558,411,"Рыба мороженая неразделанная, кг",mom_index,2026-05-01,101.395269,,,ets_additive_trend,ok,0.00303,"рыба мороженая неразделанная, кг","Рыба мороженая неразделанная, кг",308.45,320.16,103.79640136164696,True,103.79640136164696,0.004227665069999997,0.01150309612579028,0.007275431055790283
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,150,7926,"Валидол, 60 мг, 10 таблеток",mom_index,2026-05-01,100.415067,,,ets_additive_trend,ok,0.00032,"валидол, 60 мг, 10 таблеток","Валидол, 60 мг, 10 таблеток",39.86,48.91,122.70446562970396,True,122.70446562970396,0.0001328214399999979,0.0072654290015052685,0.00713260756150527
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,608,9116,"Стрижка модельная в женском зале, стрижка",mom_index,2026-05-01,101.159429,,,ets_additive_trend,ok,0.00549,"стрижка модельная в женском зале, стрижка","Стрижка модельная в женском зале, стрижка",574.6,574.6,100.0,True,100.0,0.006365265210000016,0.0,-0.006365265210000016
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,333,114,"Куры охлажденные и мороженые, кг",mom_index,2026-05-01,99.914348,,,ets_additive_trend,ok,0.00958,"куры охлажденные и мороженые, кг","Куры охлажденные и мороженые, кг",218.82,217.41,99.3556347683027,True,99.3556347683027,-0.0008205461599999623,-0.006173018919660067,-0.005352472759660104
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,609,9118,"Стрижка модельная в мужском зале, стрижка",mom_index,2026-05-01,100.959274,,,ets_additive_trend,ok,0.0051,"стрижка модельная в мужском зале, стрижка","Стрижка модельная в мужском зале, стрижка",525.36,525.36,100.0,True,100.0,0.0048922973999999675,0.0,-0.0048922973999999675
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,508,5101,"Порошок стиральный, кг",mom_index,2026-05-01,101.148097,,,ets_additive_trend,ok,0.00342,"порошок стиральный, кг","Порошок стиральный, кг",199.83,199.7,99.93494470299754,True,99.93494470299754,0.003926491740000024,-0.00022248911574841032,-0.004148980855748434
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,375,9143,"Мойка легкового автомобиля, услуга",mom_index,2026-05-01,100.783474,,,ets_additive_trend,ok,0.00529,"мойка легкового автомобиля, услуга","Мойка легкового автомобиля, услуга",861.2,861.2,100.0,True,100.0,0.004144577459999991,0.0,-0.004144577459999991
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,210,9607,"Дом отдыха, пансионат, день",mom_index,2026-05-01,102.31,,,seasonal_naive_12,fallback_short_history,0.00177,"дом отдыха, пансионат, день","Дом отдыха, пансионат, день",3867.61,3867.61,100.0,True,100.0,0.004088700000000004,0.0,-0.004088700000000004
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,354,2403,"Макаронные изделия из пшеничной муки высшего сорта, кг",mom_index,2026-05-01,100.654562,,,ets_additive_trend,ok,0.00382,"макаронные изделия из пшеничной муки высшего сорта, кг","Макаронные изделия из пшеничной муки высшего сорта, кг",125.44,124.97,99.62531887755102,True,99.62531887755102,0.0025004268399999945,-0.0014312818877550888,-0.0039317087277550835
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,717,1903,"Чай черный байховый, кг",mom_index,2026-05-01,100.252225,,,ets_additive_trend,ok,0.00269,"чай черный байховый, кг","Чай черный байховый, кг",1275.11,1260.15,98.82676788669215,True,98.82676788669215,0.0006784852499999884,-0.003155994384798109,-0.0038344796347980973
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,158,2401,"Вермишель, кг",mom_index,2026-05-01,100.979046,,,ets_additive_trend,ok,0.00142,"вермишель, кг","Вермишель, кг",127.74,125.61,98.3325504931893,True,98.3325504931893,0.0013902453199999955,-0.002367778299671191,-0.003758023619671187
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,593,2002,"Соль поваренная пищевая, кг",mom_index,2026-05-01,100.698833,,,ets_additive_trend,ok,0.00122,"соль поваренная пищевая, кг","Соль поваренная пищевая, кг",25.73,25.14,97.70695685969685,True,97.70695685969685,0.0008525762599999919,-0.002797512631169849,-0.0036500888911698407
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,1032,4773,"Кроссовые туфли для взрослых, пара",mom_index,2026-05-01,100.700127,,,ets_additive_trend,ok,0.00518,"кроссовые туфли для взрослых, пара","Кроссовые туфли для взрослых, пара",4352.74,4355.5,100.06340833589877,True,100.06340833589877,0.003626657859999973,0.0003284551799556334,-0.0032982026800443395
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,390,5001,"Мыло хозяйственное, 200 г",mom_index,2026-05-01,101.474383,,,ets_additive_trend,ok,0.00174,"мыло хозяйственное, 200 г","Мыло хозяйственное, 200 г",83.04,83.02,99.97591522157995,True,99.97591522157995,0.0025654264200000053,-4.1907514450881536e-05,-0.0026073339344508868
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,378,1111,"Молоко питьевое цельное пастеризованное 2,5-3,2% жирности, л",mom_index,2026-05-01,99.674795,,,ets_additive_trend,ok,0.00302,"молоко питьевое цельное пастеризованное 2,5-3,2% жирности, л","Молоко питьевое цельное пастеризованное 2,5-3,2% жирности, л",92.7,93.17,100.50701186623516,True,100.50701186623516,-0.0009821190999999905,0.0015311758360301844,0.002513294936030175
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,1049,1124,"Творог, кг",mom_index,2026-05-01,100.423271,,,ets_additive_trend,ok,0.00591,"творог, кг","Творог, кг",507.23,507.23,100.0,True,100.0,0.0025015316099999984,0.0,-0.0025015316099999984
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,340,7703,"Легковой автомобиль отечественный новый, шт.",mom_index,2026-05-01,100.294792,,,ets_additive_trend,ok,0.00753,"легковой автомобиль отечественный новый, шт.","Легковой автомобиль отечественный новый, шт.",1292085.15,1292085.15,100.0,True,100.0,0.002219783760000008,0.0,-0.002219783760000008
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,121,2711,"Бананы, кг",mom_index,2026-05-01,96.489462,,,ets_additive_trend,ok,0.00418,"бананы, кг","Бананы, кг",148.09,142.14,95.98217300290362,True,95.98217300290362,-0.014674048839999985,-0.01679451684786286,-0.002120468007862874
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,587,1123,"Смеси сухие молочные для детского питания, кг",mom_index,2026-05-01,100.949369,,,ets_additive_trend,ok,0.00077,"смеси сухие молочные для детского питания, кг","Смеси сухие молочные для детского питания, кг",1295.71,1274.36,98.35225474836189,True,98.35225474836189,0.0007310141300000033,-0.0012687638437613473,-0.0019997779737613505
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,486,7403,"Плиты древесностружечные, ориентированно-стружечные, м2",mom_index,2026-05-01,100.670497,,,ets_additive_trend,ok,0.00089,"плиты древесностружечные, ориентированно-стружечные, м2","Плиты древесностружечные, ориентированно-стружечные, м2",311.35,307.55,98.77950859161714,True,98.77950859161714,0.0005967423299999977,-0.0010862373534607415,-0.0016829796834607392
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,147,6502,"Бумага туалетная, рулон",mom_index,2026-05-01,101.403959,,,ets_additive_trend,ok,0.00099,"бумага туалетная, рулон","Бумага туалетная, рулон",25.59,26.38,103.08714341539664,True,103.08714341539664,0.0013899194100000004,0.0030562719812426728,0.0016663525712426724
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,448,9449,"Отопление, Гкал",mom_index,2026-05-01,100.176581,,,ets_additive_trend,ok,0.00924,"отопление, гкал","Отопление, Гкал",2846.58,2846.58,100.0,True,100.0,0.0016316084399999886,0.0,-0.0016316084399999886
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,413,3606,"Обед в столовой, кафе, закусочной (кроме столовой в организации), на 1 человека",mom_index,2026-05-01,100.75885,,,ets_additive_trend,ok,0.00697,"обед в столовой, кафе, закусочной кроме столовой в организации, на 1 человека","Обед в столовой, кафе, закусочной (кроме столовой в организации), на 1 человека",500.34,505.11,100.95335172082984,True,100.95335172082984,0.005289184499999967,0.006644861494184008,0.0013556769941840408
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,552,2301,"Рис шлифованный, кг",mom_index,2026-05-01,99.261316,,,ets_additive_trend,ok,0.00479,"рис шлифованный, кг","Рис шлифованный, кг",114.94,114.41,99.53888985557681,True,99.53888985557681,-0.0035382963600000305,-0.0022087175917870692,0.0013295787682129612
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,726,5303,"Шампунь, 250 мл",mom_index,2026-05-01,102.041575,,,ets_additive_trend,ok,0.0019,"шампунь, 250 мл","Шампунь, 250 мл",201.89,204.66,101.37203427609094,True,101.37203427609094,0.0038789924999999897,0.002606865124572792,-0.0012721273754271976
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,585,7104,"Смартфон, шт.",mom_index,2026-05-01,99.160477,,,ets_additive_trend,ok,0.00625,"смартфон, шт.","Смартфон, шт.",18015.65,17899.1,99.35306247623592,True,99.35306247623592,-0.005247018749999999,-0.004043359523525503,0.0012036592264744956
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,213,7418,"Доска обрезная, м3",mom_index,2026-05-01,99.046555,,,ets_additive_trend,ok,0.00153,"доска обрезная, м3","Доска обрезная, м3",17812.71,17782.87,99.83247916796489,True,99.83247916796489,-0.0014587708500000032,-0.00025630687301371664,0.0012024639769862865
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,616,8311,"Сухие корма для домашних животных, кг",mom_index,2026-05-01,101.253837,,,ets_additive_trend,ok,0.00104,"сухие корма для домашних животных, кг","Сухие корма для домашних животных, кг",420.68,421.13,100.10696966815631,True,100.10696966815631,0.0013039904800000045,0.00011124845488256254,-0.0011927420251174419
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,1006,9464,"Проживание в гостинице 3*, сутки с человека",mom_index,2026-05-01,104.071182,,,ets_additive_trend,ok,0.00075,"проживание в гостинице 3*, сутки с человека","Проживание в гостинице 3*, сутки с человека",2894.87,2969.85,102.59009903726246,True,102.59009903726246,0.003053386499999995,0.0019425742779468464,-0.0011108122220531485
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,389,5201,"Мыло туалетное, 100 г",mom_index,2026-05-01,101.083147,,,ets_additive_trend,ok,0.00099,"мыло туалетное, 100 г","Мыло туалетное, 100 г",65.79,65.89,100.1519987840097,True,100.1519987840097,0.0010723155299999967,0.00015047879616960884,-0.0009218367338303878
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,122,116,"Баранина (кроме бескостного мяса), кг",mom_index,2026-05-01,101.67974,,,ets_additive_trend,ok,0.00651,"баранина кроме бескостного мяса, кг","Баранина (кроме бескостного мяса), кг",725.48,736.68,101.54380548050945,True,101.54380548050945,0.01093510739999997,0.010050173678116508,-0.0008849337218834619
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,130,7802,"Бензин автомобильный марки АИ-92, л",mom_index,2026-05-01,100.803106,,,ets_additive_trend,ok,0.01023,"бензин автомобильный марки аи-92, л","Бензин автомобильный марки АИ-92, л",64.15,64.61,100.71706936866718,True,100.71706936866718,0.008215774379999995,0.0073356196414652765,-0.0008801547385347188
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,302,7924,"Корвалол, 25 мл",mom_index,2026-05-01,100.873678,,,ets_additive_trend,ok,0.00039,"корвалол, 25 мл","Корвалол, 25 мл",54.67,53.97,98.71959026888604,True,98.71959026888604,0.0003407344199999993,-0.0004993597951344455,-0.0008400942151344448
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,601,5701,"Спички, коробок",mom_index,2026-05-01,101.417334,,,ets_additive_trend,ok,0.00059,"спички, коробок","Спички, коробок",3.35,3.35,100.0,True,100.0,0.0008362270599999982,0.0,-0.0008362270599999982
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,209,7804,"Дизельное топливо, л",mom_index,2026-05-01,100.610958,,,ets_additive_trend,ok,0.00286,"дизельное топливо, л","Дизельное топливо, л",72.19,72.83,100.88654938357114,True,100.88654938357114,0.0017473398799999903,0.00253553123701345,0.0007881913570134595
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,410,4603,"Носки мужские, пара",mom_index,2026-05-01,100.561059,,,ets_additive_trend,ok,0.00108,"носки мужские, пара","Носки мужские, пара",159.73,159.48,99.84348588242659,True,99.84348588242659,0.0006059437200000002,-0.00016903524697928104,-0.0007749789669792813
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,131,7803,"Бензин автомобильный марки АИ-95, л",mom_index,2026-05-01,100.641672,,,ets_additive_trend,ok,0.01543,"бензин автомобильный марки аи-95, л","Бензин автомобильный марки АИ-95, л",69.4,69.88,100.69164265129682,True,100.69164265129682,0.009900998959999996,0.01067204610950989,0.0007710471495098944
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,1099,8042,"Пенталгин, 24 таблетки",mom_index,2026-05-01,99.16,,,seasonal_naive_12,fallback_short_history,0.00035,"пенталгин, 24 таблетки","Пенталгин, 24 таблетки",306.13,296.86,96.97187469375757,True,96.97187469375757,-0.0002940000000000012,-0.0010598438571848504,-0.0007658438571848492
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,565,9606,"Санаторий, день",mom_index,2026-05-01,99.283395,,,ets_additive_trend,ok,0.001,"санаторий, день","Санаторий, день",4339.99,4339.99,100.0,True,100.0,-0.0007166050000000012,0.0,0.0007166050000000012
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,458,4176,"Пеленки для новорожденных, шт.",mom_index,2026-05-01,99.71847,,,ets_additive_trend,ok,0.00019,"пеленки для новорожденных, шт.","Пеленки для новорожденных, шт.",306.72,294.81,96.11697965571204,True,96.11697965571204,-5.349070000000069e-05,-0.0007377738654147117,-0.0006842831654147111
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,272,4601,"Колготки женские эластичные, шт.",mom_index,2026-05-01,101.740037,,,ets_additive_trend,ok,0.00127,"колготки женские эластичные, шт.","Колготки женские эластичные, шт.",315.57,322.76,102.2784168330323,True,102.2784168330323,0.0022098469900000014,0.0028935893779510158,0.0006837423879510144
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,294,1402,"Консервы фруктово-ягодные для детского питания, кг",mom_index,2026-05-01,100.607421,,,ets_additive_trend,ok,9e-05,"консервы фруктово-ягодные для детского питания, кг","Консервы фруктово-ягодные для детского питания, кг",638.1,688.05,107.82792665726375,True,107.82792665726375,5.46678900000002e-05,0.0007045133991537371,0.0006498455091537369
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,1008,9466,"Проживание в хостеле, сутки с человека",mom_index,2026-05-01,98.953966,,,ets_additive_trend,ok,0.00061,"проживание в хостеле, сутки с человека","Проживание в хостеле, сутки с человека",1095.45,1095.45,100.0,True,100.0,-0.0006380807400000036,0.0,0.0006380807400000036
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,173,9448,"Водоснабжение горячее, м3",mom_index,2026-05-01,99.892238,,,ets_additive_trend,ok,0.00592,"водоснабжение горячее, м3","Водоснабжение горячее, м3",184.29,184.29,100.0,True,100.0,-0.0006379510399999639,0.0,0.0006379510399999639
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,339,7708,"Легковой автомобиль иностранной марки новый, шт.",mom_index,2026-05-01,99.935139,,,ets_additive_trend,ok,0.00959,"легковой автомобиль иностранной марки новый, шт.","Легковой автомобиль иностранной марки новый, шт.",2710619.5,2710619.5,100.0,True,100.0,-0.0006220169899999366,0.0,0.0006220169899999366
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,288,1303,"Консервы овощные для детского питания, кг",mom_index,2026-05-01,101.267784,,,ets_additive_trend,ok,8e-05,"консервы овощные для детского питания, кг","Консервы овощные для детского питания, кг",893.32,839.25,93.9472977208615,True,93.9472977208615,0.00010142272000000049,-0.0004842161823310801,-0.0005856389023310806
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,174,9457,"Водоснабжение холодное, м3",mom_index,2026-05-01,99.893703,,,ets_additive_trend,ok,0.0053,"водоснабжение холодное, м3","Водоснабжение холодное, м3",21.61,21.61,100.0,True,100.0,-0.0005633740999999887,0.0,0.0005633740999999887
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,539,2303,"Пшено, кг",mom_index,2026-05-01,99.649605,,,ets_additive_trend,ok,0.00118,"пшено, кг","Пшено, кг",67.04,67.12,100.11933174224343,True,100.11933174224343,-0.0004134661000000071,0.00014081145584724964,0.0005542775558472567
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,1045,8031,"Ренгалин, 20 таблеток",mom_index,2026-05-01,99.792106,,,ets_additive_trend,ok,0.0004,"ренгалин, 20 таблеток","Ренгалин, 20 таблеток",392.95,396.89,101.00267209568648,True,101.00267209568648,-8.315759999999842e-05,0.00040106883827459116,0.00048422643827458956
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,703,4503,"Футболка детская, шт.",mom_index,2026-05-01,99.86291,,,ets_additive_trend,ok,0.00049,"футболка детская, шт.","Футболка детская, шт.",688.84,681.13,98.88072701933686,True,98.88072701933686,-6.71741000000003e-05,-0.0005484437605249388,-0.00048126966052493855
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,141,4155,"Брюки для детей школьного возраста из джинсовой ткани, шт.",mom_index,2026-05-01,99.681498,,,ets_additive_trend,ok,0.00098,"брюки для детей школьного возраста из джинсовой ткани, шт.","Брюки для детей школьного возраста из джинсовой ткани, шт.",2139.83,2122.76,99.20227307776787,True,99.20227307776787,-0.00031213195999999524,-0.0007817723837874871,-0.0004696404237874918
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,306,4404,"Костюм спортивный для детей школьного возраста, шт.",mom_index,2026-05-01,100.258898,,,ets_additive_trend,ok,0.00141,"костюм спортивный для детей школьного возраста, шт.","Костюм спортивный для детей школьного возраста, шт.",3610.23,3608.93,99.96399121385618,True,99.96399121385618,0.0003650461800000029,-5.077238846279258e-05,-0.0004158185684627955
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,710,2201,"Хлеб из ржаной муки и из смеси муки ржаной и пшеничной, кг",mom_index,2026-05-01,100.325726,,,ets_additive_trend,ok,0.00255,"хлеб из ржаной муки и из смеси муки ржаной и пшеничной, кг","Хлеб из ржаной муки и из смеси муки ржаной и пшеничной, кг",89.11,89.51,100.4488834025362,True,100.4488834025362,0.0008306013000000078,0.0011446526764673018,0.00031405137646729395
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,337,7994,"Левомеколь, мазь, 40 г",mom_index,2026-05-01,101.121872,,,ets_additive_trend,ok,0.00041,"левомеколь, мазь, 40 г","Левомеколь, мазь, 40 г",285.22,290.58,101.8792511044106,True,101.8792511044106,0.00045996751999999845,0.0007704929528083457,0.00031052543280834724
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,1007,9465,"Проживание в гостинице 4*-5*, сутки с человека",mom_index,2026-05-01,100.459821,,,ets_additive_trend,ok,0.00067,"проживание в гостинице 4*-5*, сутки с человека","Проживание в гостинице 4*-5*, сутки с человека",3094.88,3094.88,100.0,True,100.0,0.0003080800700000035,0.0,-0.0003080800700000035
